Month,Day,Year, Annual Change, Inflation Rate (%),Annual Average CPI(-U),Annual Percent Change, price,return
8,17,1988,0.41,4.0777,118.3,0.041,1.1815,0.0395
8,18,1988,0.41,4.0777,118.3,0.041,1.221,0.026
8,19,1988,0.41,4.0777,118.3,0.041,1.247,0.0055
8,22,1988,0.41,4.0777,118.3,0.041,1.2525,-0.0405
8,23,1988,0.41,4.0777,118.3,0.041,1.212,0.055
8,24,1988,0.41,4.0777,118.3,0.041,1.267,-0.001
8,25,1988,0.41,4.0777,118.3,0.041,1.266,-0.0225
8,26,1988,0.41,4.0777,118.3,0.041,1.2435,-0.0275
8,29,1988,0.41,4.0777,118.3,0.041,1.216,-0.0055
8,30,1988,0.41,4.0777,118.3,0.041,1.2105,0.0268
8,31,1988,0.41,4.0777,118.3,0.041,1.2373,-0.0098
9,1,1988,0.41,4.0777,118.3,0.041,1.2275,0.004
9,2,1988,0.41,4.0777,118.3,0.041,1.2315,0.0405
9,6,1988,0.41,4.0777,118.3,0.041,1.272,0.038
9,7,1988,0.41,4.0777,118.3,0.041,1.31,-0.012
9,8,1988,0.41,4.0777,118.3,0.041,1.298,0.0035
9,9,1988,0.41,4.0777,118.3,0.041,1.3015,-0.016
9,12,1988,0.41,4.0777,118.3,0.041,1.2855,-0.0085
9,13,1988,0.41,4.0777,118.3,0.041,1.277,-0.022
9,14,1988,0.41,4.0777,118.3,0.041,1.255,-0.0185
9,15,1988,0.41,4.0777,118.3,0.041,1.2365,0.014
9,16,1988,0.41,4.0777,118.3,0.041,1.2505,-0.0115
9,19,1988,0.41,4.0777,118.3,0.041,1.239,0.0325
9,20,1988,0.41,4.0777,118.3,0.041,1.2715,-0.001
9,21,1988,0.41,4.0777,118.3,0.041,1.2705,-0.012
9,22,1988,0.41,4.0777,118.3,0.041,1.2585,0.0135
9,23,1988,0.41,4.0777,118.3,0.041,1.272,-0.0035
9,26,1988,0.41,4.0777,118.3,0.041,1.2685,0.024
9,27,1988,0.41,4.0777,118.3,0.041,1.2925,0.01
9,28,1988,0.41,4.0777,118.3,0.041,1.3025,0.016
9,29,1988,0.41,4.0777,118.3,0.041,1.3185,0.001
9,30,1988,0.41,4.0777,118.3,0.041,1.3195,-0.0565
10,3,1988,0.41,4.0777,118.3,0.041,1.263,-0.019
10,4,1988,0.41,4.0777,118.3,0.041,1.244,-0.0115
10,5,1988,0.41,4.0777,118.3,0.041,1.2325,0.0115
10,6,1988,0.41,4.0777,118.3,0.041,1.244,-0.01
10,7,1988,0.41,4.0777,118.3,0.041,1.234,0.0135
10,10,1988,0.41,4.0777,118.3,0.041,1.2475,-0.001
10,11,1988,0.41,4.0777,118.3,0.041,1.2465,-0.0195
10,12,1988,0.41,4.0777,118.3,0.041,1.227,0.003
10,13,1988,0.41,4.0777,118.3,0.041,1.23,0.002
10,14,1988,0.41,4.0777,118.3,0.041,1.232,0.015
10,17,1988,0.41,4.0777,118.3,0.041,1.247,-0.012
10,18,1988,0.41,4.0777,118.3,0.041,1.235,0.016
10,19,1988,0.41,4.0777,118.3,0.041,1.251,0.0005
10,20,1988,0.41,4.0777,118.3,0.041,1.2515,0.015
10,21,1988,0.41,4.0777,118.3,0.041,1.2665,-0.0155
10,24,1988,0.41,4.0777,118.3,0.041,1.251,0.016
10,25,1988,0.41,4.0777,118.3,0.041,1.267,-0.0025
10,26,1988,0.41,4.0777,118.3,0.041,1.2645,-0.008
10,27,1988,0.41,4.0777,118.3,0.041,1.2565,-0.0175
10,28,1988,0.41,4.0777,118.3,0.041,1.239,-0.003
10,31,1988,0.41,4.0777,118.3,0.041,1.236,0.01
11,1,1988,0.41,4.0777,118.3,0.041,1.246,0.0115
11,2,1988,0.41,4.0777,118.3,0.041,1.2575,-0.0045
11,3,1988,0.41,4.0777,118.3,0.041,1.253,-0.003
11,4,1988,0.41,4.0777,118.3,0.041,1.25,0.0225
11,7,1988,0.41,4.0777,118.3,0.041,1.2725,-0.0115
11,8,1988,0.41,4.0777,118.3,0.041,1.261,0.009
11,9,1988,0.41,4.0777,118.3,0.041,1.27,0.0085
11,10,1988,0.41,4.0777,118.3,0.041,1.2785,0.0095
11,11,1988,0.41,4.0777,118.3,0.041,1.288,-0.0155
11,14,1988,0.41,4.0777,118.3,0.041,1.2725,-0.003
11,15,1988,0.41,4.0777,118.3,0.041,1.2695,0.003
11,16,1988,0.41,4.0777,118.3,0.041,1.2725,-0.017
11,17,1988,0.41,4.0777,118.3,0.041,1.2555,0.0015
11,18,1988,0.41,4.0777,118.3,0.041,1.257,0.005
11,21,1988,0.41,4.0777,118.3,0.041,1.262,-0.002
11,22,1988,0.41,4.0777,118.3,0.041,1.26,-0.0059
11,23,1988,0.41,4.0777,118.3,0.041,1.2541,-0.0249
11,28,1988,0.41,4.0777,118.3,0.041,1.2292,0.0035
11,29,1988,0.41,4.0777,118.3,0.041,1.2327,0.0071
11,30,1988,0.41,4.0777,118.3,0.041,1.2398,-0.0003
12,1,1988,0.41,4.0777,118.3,0.041,1.2395,-0.003
12,2,1988,0.41,4.0777,118.3,0.041,1.2365,-0.001
12,5,1988,0.41,4.0777,118.3,0.041,1.2355,0.0055
12,6,1988,0.41,4.0777,118.3,0.041,1.241,0.0025
12,7,1988,0.41,4.0777,118.3,0.041,1.2435,0.013
12,8,1988,0.41,4.0777,118.3,0.041,1.2565,0.016
12,9,1988,0.41,4.0777,118.3,0.041,1.2725,0.022
12,12,1988,0.41,4.0777,118.3,0.041,1.2945,-0.0065
12,13,1988,0.41,4.0777,118.3,0.041,1.288,0.046
12,14,1988,0.41,4.0777,118.3,0.041,1.334,0.0065
12,15,1988,0.41,4.0777,118.3,0.041,1.3405,0.063
12,16,1988,0.41,4.0777,118.3,0.041,1.4035,0.0475
12,19,1988,0.41,4.0777,118.3,0.041,1.451,0.1035
12,20,1988,0.41,4.0777,118.3,0.041,1.5545,0.005
12,21,1988,0.41,4.0777,118.3,0.041,1.5595,-0.0655
12,22,1988,0.41,4.0777,118.3,0.041,1.494,-0.0005
12,23,1988,0.41,4.0777,118.3,0.041,1.4935,-0.031
12,27,1988,0.41,4.0777,118.3,0.041,1.4625,0.058
12,28,1988,0.41,4.0777,118.3,0.041,1.5205,0.0695
12,29,1988,0.41,4.0777,118.3,0.041,1.59,0.0035
12,30,1988,0.41,4.0777,118.3,0.041,1.5935,0.0655
1,3,1989,0.75,4.827,124,0.048,1.659,-0.0575
1,4,1989,0.75,4.827,124,0.048,1.6015,0.028
1,5,1989,0.75,4.827,124,0.048,1.6295,-0.0525
1,6,1989,0.75,4.827,124,0.048,1.577,-0.094
1,9,1989,0.75,4.827,124,0.048,1.483,0.022
1,10,1989,0.75,4.827,124,0.048,1.505,-0.117
1,11,1989,0.75,4.827,124,0.048,1.388,0.033
1,12,1989,0.75,4.827,124,0.048,1.421,-0.024
1,13,1989,0.75,4.827,124,0.048,1.397,0.01
1,16,1989,0.75,4.827,124,0.048,1.407,0.019
1,17,1989,0.75,4.827,124,0.048,1.426,-0.004
1,18,1989,0.75,4.827,124,0.048,1.422,-0.001
1,19,1989,0.75,4.827,124,0.048,1.421,0.002
1,20,1989,0.75,4.827,124,0.048,1.423,-0.0145
1,23,1989,0.75,4.827,124,0.048,1.4085,-0.0635
1,24,1989,0.75,4.827,124,0.048,1.345,0.0135
1,25,1989,0.75,4.827,124,0.048,1.3585,0.0185
1,26,1989,0.75,4.827,124,0.048,1.377,-0.0365
1,27,1989,0.75,4.827,124,0.048,1.3405,0.0195
1,30,1989,0.75,4.827,124,0.048,1.36,-0.0335
1,31,1989,0.75,4.827,124,0.048,1.3265,-0.0055
2,1,1989,0.75,4.827,124,0.048,1.321,0.019
2,2,1989,0.75,4.827,124,0.048,1.34,0.006
2,3,1989,0.75,4.827,124,0.048,1.346,0.034
2,6,1989,0.75,4.827,124,0.048,1.38,0.0335
2,7,1989,0.75,4.827,124,0.048,1.4135,-0.025
2,8,1989,0.75,4.827,124,0.048,1.3885,0.011
2,9,1989,0.75,4.827,124,0.048,1.3995,-0.0695
2,10,1989,0.75,4.827,124,0.048,1.33,-0.005
2,13,1989,0.75,4.827,124,0.048,1.325,-0.0445
2,14,1989,0.75,4.827,124,0.048,1.2805,0.0465
2,15,1989,0.75,4.827,124,0.048,1.327,-0.0345
2,16,1989,0.75,4.827,124,0.048,1.2925,0.003
2,17,1989,0.75,4.827,124,0.048,1.2955,-0.0355
2,21,1989,0.75,4.827,124,0.048,1.26,0.019
2,22,1989,0.75,4.827,124,0.048,1.279,-0.0063
2,23,1989,0.75,4.827,124,0.048,1.2727,-0.0081
2,24,1989,0.75,4.827,124,0.048,1.2646,0.0006
2,27,1989,0.75,4.827,124,0.048,1.2652,0.0121
2,28,1989,0.75,4.827,124,0.048,1.2773,0.0042
3,1,1989,0.75,4.827,124,0.048,1.2815,0.022
3,2,1989,0.75,4.827,124,0.048,1.3035,0.018
3,3,1989,0.75,4.827,124,0.048,1.3215,0.0075
3,6,1989,0.75,4.827,124,0.048,1.329,-0.014
3,7,1989,0.75,4.827,124,0.048,1.315,-0.0175
3,8,1989,0.75,4.827,124,0.048,1.2975,0.0245
3,9,1989,0.75,4.827,124,0.048,1.322,0.0045
3,10,1989,0.75,4.827,124,0.048,1.3265,-0.001
3,13,1989,0.75,4.827,124,0.048,1.3255,-0.019
3,14,1989,0.75,4.827,124,0.048,1.3065,0.0175
3,15,1989,0.75,4.827,124,0.048,1.324,0.013
3,16,1989,0.75,4.827,124,0.048,1.337,-0.002
3,17,1989,0.75,4.827,124,0.048,1.335,-0.0135
3,20,1989,0.75,4.827,124,0.048,1.3215,-0.043
3,21,1989,0.75,4.827,124,0.048,1.2785,0.0045
3,22,1989,0.75,4.827,124,0.048,1.283,0.003
3,23,1989,0.75,4.827,124,0.048,1.286,-0.013
3,27,1989,0.75,4.827,124,0.048,1.273,-0.0105
3,28,1989,0.75,4.827,124,0.048,1.2625,0.0045
3,29,1989,0.75,4.827,124,0.048,1.267,0
3,30,1989,0.75,4.827,124,0.048,1.267,0.0145
3,31,1989,0.75,4.827,124,0.048,1.2815,0.001
4,3,1989,0.75,4.827,124,0.048,1.2825,0.0325
4,4,1989,0.75,4.827,124,0.048,1.315,0.0115
4,5,1989,0.75,4.827,124,0.048,1.3265,-0.0055
4,6,1989,0.75,4.827,124,0.048,1.321,0.0175
4,7,1989,0.75,4.827,124,0.048,1.3385,0.0085
4,10,1989,0.75,4.827,124,0.048,1.347,-0.019
4,11,1989,0.75,4.827,124,0.048,1.328,0
4,12,1989,0.75,4.827,124,0.048,1.328,-0.0015
4,13,1989,0.75,4.827,124,0.048,1.3265,0.0435
4,14,1989,0.75,4.827,124,0.048,1.37,0.0185
4,17,1989,0.75,4.827,124,0.048,1.3885,-0.0085
4,18,1989,0.75,4.827,124,0.048,1.38,0.0145
4,19,1989,0.75,4.827,124,0.048,1.3945,0.001
4,20,1989,0.75,4.827,124,0.048,1.3955,0.0245
4,21,1989,0.75,4.827,124,0.048,1.42,-0.002
4,24,1989,0.75,4.827,124,0.048,1.418,-0.0123
4,25,1989,0.75,4.827,124,0.048,1.4057,-0.0273
4,26,1989,0.75,4.827,124,0.048,1.3784,-0.0287
4,27,1989,0.75,4.827,124,0.048,1.3497,-0.0607
4,28,1989,0.75,4.827,124,0.048,1.289,-0.0345
5,1,1989,0.75,4.827,124,0.048,1.2545,0.0075
5,2,1989,0.75,4.827,124,0.048,1.262,0.027
5,3,1989,0.75,4.827,124,0.048,1.289,-0.005
5,4,1989,0.75,4.827,124,0.048,1.284,-0.008
5,5,1989,0.75,4.827,124,0.048,1.276,0.016
5,8,1989,0.75,4.827,124,0.048,1.292,0.013
5,9,1989,0.75,4.827,124,0.048,1.305,-0.021
5,10,1989,0.75,4.827,124,0.048,1.284,-0.01
5,11,1989,0.75,4.827,124,0.048,1.274,0.023
5,12,1989,0.75,4.827,124,0.048,1.297,-0.0145
5,15,1989,0.75,4.827,124,0.048,1.2825,0.033
5,16,1989,0.75,4.827,124,0.048,1.3155,-0.016
5,17,1989,0.75,4.827,124,0.048,1.2995,0.038
5,18,1989,0.75,4.827,124,0.048,1.3375,0.0125
5,19,1989,0.75,4.827,124,0.048,1.35,0.0035
5,22,1989,0.75,4.827,124,0.048,1.3535,-0.0075
5,23,1989,0.75,4.827,124,0.048,1.346,-0.023
5,24,1989,0.75,4.827,124,0.048,1.323,0.019
5,25,1989,0.75,4.827,124,0.048,1.342,0.006
5,26,1989,0.75,4.827,124,0.048,1.348,-0.0005
5,30,1989,0.75,4.827,124,0.048,1.3475,-0.0405
5,31,1989,0.75,4.827,124,0.048,1.307,-0.0135
6,1,1989,0.75,4.827,124,0.048,1.2935,0.01
6,2,1989,0.75,4.827,124,0.048,1.3035,-0.0355
6,5,1989,0.75,4.827,124,0.048,1.268,0.0175
6,6,1989,0.75,4.827,124,0.048,1.2855,-0.002
6,7,1989,0.75,4.827,124,0.048,1.2835,0.0125
6,8,1989,0.75,4.827,124,0.048,1.296,0.003
6,9,1989,0.75,4.827,124,0.048,1.299,-0.0505
6,12,1989,0.75,4.827,124,0.048,1.2485,-0.0945
6,13,1989,0.75,4.827,124,0.048,1.154,0.0205
6,14,1989,0.75,4.827,124,0.048,1.1745,0.0115
6,15,1989,0.75,4.827,124,0.048,1.186,-0.011
6,16,1989,0.75,4.827,124,0.048,1.175,-0.0145
6,19,1989,0.75,4.827,124,0.048,1.1605,0.0095
6,20,1989,0.75,4.827,124,0.048,1.17,-0.0075
6,21,1989,0.75,4.827,124,0.048,1.1625,0.0275
6,22,1989,0.75,4.827,124,0.048,1.19,-0.0195
6,23,1989,0.75,4.827,124,0.048,1.1705,-0.0605
6,26,1989,0.75,4.827,124,0.048,1.11,-0.0072
6,27,1989,0.75,4.827,124,0.048,1.1028,0.0134
6,28,1989,0.75,4.827,124,0.048,1.1162,-0.0347
6,29,1989,0.75,4.827,124,0.048,1.0815,0.0103
6,30,1989,0.75,4.827,124,0.048,1.0918,-0.1533
7,3,1989,0.75,4.827,124,0.048,0.9385,0.0395
7,5,1989,0.75,4.827,124,0.048,0.978,-0.0445
7,6,1989,0.75,4.827,124,0.048,0.9335,-0.0365
7,7,1989,0.75,4.827,124,0.048,0.897,-0.0055
7,10,1989,0.75,4.827,124,0.048,0.8915,0
7,11,1989,0.75,4.827,124,0.048,0.8915,-0.0235
7,12,1989,0.75,4.827,124,0.048,0.868,0.0065
7,13,1989,0.75,4.827,124,0.048,0.8745,0.014
7,14,1989,0.75,4.827,124,0.048,0.8885,-0.011
7,17,1989,0.75,4.827,124,0.048,0.8775,0.01
7,18,1989,0.75,4.827,124,0.048,0.8875,-0.001
7,19,1989,0.75,4.827,124,0.048,0.8865,-0.004
7,20,1989,0.75,4.827,124,0.048,0.8825,-0.019
7,21,1989,0.75,4.827,124,0.048,0.8635,-0.015
7,24,1989,0.75,4.827,124,0.048,0.8485,-0.001
7,25,1989,0.75,4.827,124,0.048,0.8475,0.006
7,26,1989,0.75,4.827,124,0.048,0.8535,-0.019
7,27,1989,0.75,4.827,124,0.048,0.8345,-0.0145
7,28,1989,0.75,4.827,124,0.048,0.82,-0.03
7,31,1989,0.75,4.827,124,0.048,0.79,0.0335
8,1,1989,0.75,4.827,124,0.048,0.8235,-0.014
8,2,1989,0.75,4.827,124,0.048,0.8095,0.01
8,3,1989,0.75,4.827,124,0.048,0.8195,-0.0035
8,4,1989,0.75,4.827,124,0.048,0.816,0.009
8,7,1989,0.75,4.827,124,0.048,0.825,0.0055
8,8,1989,0.75,4.827,124,0.048,0.8305,-0.006
8,9,1989,0.75,4.827,124,0.048,0.8245,-0.025
8,10,1989,0.75,4.827,124,0.048,0.7995,-0.031
8,11,1989,0.75,4.827,124,0.048,0.7685,-0.0025
8,14,1989,0.75,4.827,124,0.048,0.766,0.0115
8,15,1989,0.75,4.827,124,0.048,0.7775,-0.006
8,16,1989,0.75,4.827,124,0.048,0.7715,-0.001
8,17,1989,0.75,4.827,124,0.048,0.7705,0.0005
8,18,1989,0.75,4.827,124,0.048,0.771,0.019
8,21,1989,0.75,4.827,124,0.048,0.79,0.0055
8,22,1989,0.75,4.827,124,0.048,0.7955,0.0365
8,23,1989,0.75,4.827,124,0.048,0.832,-0.042
8,24,1989,0.75,4.827,124,0.048,0.79,0.0005
8,25,1989,0.75,4.827,124,0.048,0.7905,0.0339
8,28,1989,0.75,4.827,124,0.048,0.8244,0.032
8,29,1989,0.75,4.827,124,0.048,0.8564,0.0028
8,30,1989,0.75,4.827,124,0.048,0.8592,-0.0002
8,31,1989,0.75,4.827,124,0.048,0.859,0.0075
9,1,1989,0.75,4.827,124,0.048,0.8665,-0.032
9,5,1989,0.75,4.827,124,0.048,0.8345,0.0115
9,6,1989,0.75,4.827,124,0.048,0.846,0.013
9,7,1989,0.75,4.827,124,0.048,0.859,0.0185
9,8,1989,0.75,4.827,124,0.048,0.8775,-0.011
9,11,1989,0.75,4.827,124,0.048,0.8665,-0.066
9,12,1989,0.75,4.827,124,0.048,0.8005,-0.0015
9,13,1989,0.75,4.827,124,0.048,0.799,0.009
9,14,1989,0.75,4.827,124,0.048,0.808,-0.0015
9,15,1989,0.75,4.827,124,0.048,0.8065,-0.013
9,18,1989,0.75,4.827,124,0.048,0.7935,0.0055
9,19,1989,0.75,4.827,124,0.048,0.799,0.0265
9,20,1989,0.75,4.827,124,0.048,0.8255,0.013
9,21,1989,0.75,4.827,124,0.048,0.8385,-0.032
9,22,1989,0.75,4.827,124,0.048,0.8065,0.0055
9,25,1989,0.75,4.827,124,0.048,0.812,0.007
9,26,1989,0.75,4.827,124,0.048,0.819,-0.0005
9,27,1989,0.75,4.827,124,0.048,0.8185,0.0115
9,28,1989,0.75,4.827,124,0.048,0.83,-0.024
9,29,1989,0.75,4.827,124,0.048,0.806,-0.0005
10,2,1989,0.75,4.827,124,0.048,0.8055,-0.0405
10,3,1989,0.75,4.827,124,0.048,0.765,-0.0345
10,4,1989,0.75,4.827,124,0.048,0.7305,-0.0015
10,5,1989,0.75,4.827,124,0.048,0.729,-0.025
10,6,1989,0.75,4.827,124,0.048,0.704,-0.017
10,9,1989,0.75,4.827,124,0.048,0.687,0.008
10,10,1989,0.75,4.827,124,0.048,0.695,0.004
10,11,1989,0.75,4.827,124,0.048,0.699,0.0105
10,12,1989,0.75,4.827,124,0.048,0.7095,-0.0045
10,13,1989,0.75,4.827,124,0.048,0.705,-0.001
10,16,1989,0.75,4.827,124,0.048,0.704,0.008
10,17,1989,0.75,4.827,124,0.048,0.712,0.006
10,18,1989,0.75,4.827,124,0.048,0.718,0.002
10,19,1989,0.75,4.827,124,0.048,0.72,0.0085
10,20,1989,0.75,4.827,124,0.048,0.7285,-0.0005
10,23,1989,0.75,4.827,124,0.048,0.728,0.008
10,24,1989,0.75,4.827,124,0.048,0.736,0.0025
10,25,1989,0.75,4.827,124,0.048,0.7385,-0.0125
10,26,1989,0.75,4.827,124,0.048,0.726,0.0045
10,27,1989,0.75,4.827,124,0.048,0.7305,0.013
10,30,1989,0.75,4.827,124,0.048,0.7435,0.005
10,31,1989,0.75,4.827,124,0.048,0.7485,-0.023
11,1,1989,0.75,4.827,124,0.048,0.7255,0.029
11,2,1989,0.75,4.827,124,0.048,0.7545,-0.004
11,3,1989,0.75,4.827,124,0.048,0.7505,0.012
11,6,1989,0.75,4.827,124,0.048,0.7625,-0.005
11,7,1989,0.75,4.827,124,0.048,0.7575,0.0145
11,8,1989,0.75,4.827,124,0.048,0.772,-0.0025
11,9,1989,0.75,4.827,124,0.048,0.7695,-0.0095
11,10,1989,0.75,4.827,124,0.048,0.76,0.0225
11,13,1989,0.75,4.827,124,0.048,0.7825,0.005
11,14,1989,0.75,4.827,124,0.048,0.7875,-0.025
11,15,1989,0.75,4.827,124,0.048,0.7625,-0.0335
11,16,1989,0.75,4.827,124,0.048,0.729,-0.0115
11,17,1989,0.75,4.827,124,0.048,0.7175,0.0095
11,20,1989,0.75,4.827,124,0.048,0.727,0
11,21,1989,0.75,4.827,124,0.048,0.727,-0.007
11,22,1989,0.75,4.827,124,0.048,0.72,0.0102
11,27,1989,0.75,4.827,124,0.048,0.7302,0.0113
11,28,1989,0.75,4.827,124,0.048,0.7415,0.0135
11,29,1989,0.75,4.827,124,0.048,0.755,0.0148
11,30,1989,0.75,4.827,124,0.048,0.7698,0.0087
12,1,1989,0.75,4.827,124,0.048,0.7785,-0.0225
12,4,1989,0.75,4.827,124,0.048,0.756,0.011
12,5,1989,0.75,4.827,124,0.048,0.767,0.002
12,6,1989,0.75,4.827,124,0.048,0.769,-0.0015
12,7,1989,0.75,4.827,124,0.048,0.7675,0.017
12,8,1989,0.75,4.827,124,0.048,0.7845,0.004
12,11,1989,0.75,4.827,124,0.048,0.7885,-0.013
12,12,1989,0.75,4.827,124,0.048,0.7755,0.004
12,13,1989,0.75,4.827,124,0.048,0.7795,0
12,14,1989,0.75,4.827,124,0.048,0.7795,0.0065
12,15,1989,0.75,4.827,124,0.048,0.786,-0.021
12,18,1989,0.75,4.827,124,0.048,0.765,-0.0005
12,19,1989,0.75,4.827,124,0.048,0.7645,0.017
12,20,1989,0.75,4.827,124,0.048,0.7815,-0.0025
12,21,1989,0.75,4.827,124,0.048,0.779,0.006
12,22,1989,0.75,4.827,124,0.048,0.785,0.0415
12,26,1989,0.75,4.827,124,0.048,0.8265,-0.0235
12,27,1989,0.75,4.827,124,0.048,0.803,-0.0055
12,28,1989,0.75,4.827,124,0.048,0.7975,-0.002
12,29,1989,0.75,4.827,124,0.048,0.7955,0.01
1,2,1990,0.57,5.398,130.7,0.054,0.8055,0.012
1,3,1990,0.57,5.398,130.7,0.054,0.8175,0.0075
1,4,1990,0.57,5.398,130.7,0.054,0.825,-0.0135
1,5,1990,0.57,5.398,130.7,0.054,0.8115,0.0025
1,8,1990,0.57,5.398,130.7,0.054,0.814,0.0145
1,9,1990,0.57,5.398,130.7,0.054,0.8285,-0.003
1,10,1990,0.57,5.398,130.7,0.054,0.8255,-0.0095
1,11,1990,0.57,5.398,130.7,0.054,0.816,-0.0255
1,12,1990,0.57,5.398,130.7,0.054,0.7905,-0.015
1,15,1990,0.57,5.398,130.7,0.054,0.7755,0
1,16,1990,0.57,5.398,130.7,0.054,0.7755,0.012
1,17,1990,0.57,5.398,130.7,0.054,0.7875,0.006
1,18,1990,0.57,5.398,130.7,0.054,0.7935,0.0195
1,19,1990,0.57,5.398,130.7,0.054,0.813,0.002
1,22,1990,0.57,5.398,130.7,0.054,0.815,-0.0145
1,23,1990,0.57,5.398,130.7,0.054,0.8005,0.005
1,24,1990,0.57,5.398,130.7,0.054,0.8055,0.0075
1,25,1990,0.57,5.398,130.7,0.054,0.813,0.006
1,26,1990,0.57,5.398,130.7,0.054,0.819,-0.011
1,29,1990,0.57,5.398,130.7,0.054,0.808,-0.0045
1,30,1990,0.57,5.398,130.7,0.054,0.8035,-0.0035
1,31,1990,0.57,5.398,130.7,0.054,0.8,0.0065
2,1,1990,0.57,5.398,130.7,0.054,0.8065,-0.0025
2,2,1990,0.57,5.398,130.7,0.054,0.804,-0.0035
2,5,1990,0.57,5.398,130.7,0.054,0.8005,0
2,6,1990,0.57,5.398,130.7,0.054,0.8005,0.016
2,7,1990,0.57,5.398,130.7,0.054,0.8165,0.0045
2,8,1990,0.57,5.398,130.7,0.054,0.821,0.0295
2,9,1990,0.57,5.398,130.7,0.054,0.8505,0.012
2,12,1990,0.57,5.398,130.7,0.054,0.8625,0.003
2,13,1990,0.57,5.398,130.7,0.054,0.8655,-0.0075
2,14,1990,0.57,5.398,130.7,0.054,0.858,-0.008
2,15,1990,0.57,5.398,130.7,0.054,0.85,0.008
2,16,1990,0.57,5.398,130.7,0.054,0.858,0.011
2,20,1990,0.57,5.398,130.7,0.054,0.869,0.0275
2,21,1990,0.57,5.398,130.7,0.054,0.8965,0.015
2,22,1990,0.57,5.398,130.7,0.054,0.9115,0.0066
2,23,1990,0.57,5.398,130.7,0.054,0.9181,0.0009
2,26,1990,0.57,5.398,130.7,0.054,0.919,-0.0125
2,27,1990,0.57,5.398,130.7,0.054,0.9065,0.0295
2,28,1990,0.57,5.398,130.7,0.054,0.936,0.029
3,1,1990,0.57,5.398,130.7,0.054,0.965,0.03
3,2,1990,0.57,5.398,130.7,0.054,0.995,0.0475
3,5,1990,0.57,5.398,130.7,0.054,1.0425,-0.029
3,6,1990,0.57,5.398,130.7,0.054,1.0135,0.0125
3,7,1990,0.57,5.398,130.7,0.054,1.026,-0.0045
3,8,1990,0.57,5.398,130.7,0.054,1.0215,-0.063
3,9,1990,0.57,5.398,130.7,0.054,0.9585,-0.01
3,12,1990,0.57,5.398,130.7,0.054,0.9485,0.03
3,13,1990,0.57,5.398,130.7,0.054,0.9785,-0.038
3,14,1990,0.57,5.398,130.7,0.054,0.9405,0.0235
3,15,1990,0.57,5.398,130.7,0.054,0.964,-0.06
3,16,1990,0.57,5.398,130.7,0.054,0.904,-0.0265
3,19,1990,0.57,5.398,130.7,0.054,0.8775,0.0345
3,20,1990,0.57,5.398,130.7,0.054,0.912,-0.0115
3,21,1990,0.57,5.398,130.7,0.054,0.9005,0.0255
3,22,1990,0.57,5.398,130.7,0.054,0.926,-0.033
3,23,1990,0.57,5.398,130.7,0.054,0.893,0.0175
3,26,1990,0.57,5.398,130.7,0.054,0.9105,-0.01
3,27,1990,0.57,5.398,130.7,0.054,0.9005,0.0075
3,28,1990,0.57,5.398,130.7,0.054,0.908,0.006
3,29,1990,0.57,5.398,130.7,0.054,0.914,0.0075
3,30,1990,0.57,5.398,130.7,0.054,0.9215,-0.007
4,2,1990,0.57,5.398,130.7,0.054,0.9145,0.006
4,3,1990,0.57,5.398,130.7,0.054,0.9205,0.0295
4,4,1990,0.57,5.398,130.7,0.054,0.95,0.0175
4,5,1990,0.57,5.398,130.7,0.054,0.9675,-0.011
4,6,1990,0.57,5.398,130.7,0.054,0.9565,0.015
4,9,1990,0.57,5.398,130.7,0.054,0.9715,0.006
4,10,1990,0.57,5.398,130.7,0.054,0.9775,-0.026
4,11,1990,0.57,5.398,130.7,0.054,0.9515,0.006
4,12,1990,0.57,5.398,130.7,0.054,0.9575,0.011
4,16,1990,0.57,5.398,130.7,0.054,0.9685,-0.0085
4,17,1990,0.57,5.398,130.7,0.054,0.96,-0.03
4,18,1990,0.57,5.398,130.7,0.054,0.93,0.0015
4,19,1990,0.57,5.398,130.7,0.054,0.9315,0.0245
4,20,1990,0.57,5.398,130.7,0.054,0.956,0.0045
4,23,1990,0.57,5.398,130.7,0.054,0.9605,-0.0045
4,24,1990,0.57,5.398,130.7,0.054,0.956,-0.0229
4,25,1990,0.57,5.398,130.7,0.054,0.9331,0.0012
4,26,1990,0.57,5.398,130.7,0.054,0.9343,-0.0023
4,27,1990,0.57,5.398,130.7,0.054,0.932,0.0025
4,30,1990,0.57,5.398,130.7,0.054,0.9345,-0.0065
5,1,1990,0.57,5.398,130.7,0.054,0.928,-0.0045
5,2,1990,0.57,5.398,130.7,0.054,0.9235,0.002
5,3,1990,0.57,5.398,130.7,0.054,0.9255,-0.001
5,4,1990,0.57,5.398,130.7,0.054,0.9245,-0.002
5,7,1990,0.57,5.398,130.7,0.054,0.9225,0.0135
5,8,1990,0.57,5.398,130.7,0.054,0.936,0.007
5,9,1990,0.57,5.398,130.7,0.054,0.943,-0.0115
5,10,1990,0.57,5.398,130.7,0.054,0.9315,-0.0175
5,11,1990,0.57,5.398,130.7,0.054,0.914,-0.0045
5,14,1990,0.57,5.398,130.7,0.054,0.9095,0.023
5,15,1990,0.57,5.398,130.7,0.054,0.9325,0.02
5,16,1990,0.57,5.398,130.7,0.054,0.9525,-0.004
5,17,1990,0.57,5.398,130.7,0.054,0.9485,0.0095
